fixture_id,season_id,competition_id,actual_result,actual_score,v4_p_h,v4_p_d,v4_p_a,e10_p_h,e10_p_d,e10_p_a,abs_elo_diff,lambda_home,lambda_away
365992400,667780,423,H,2-0,0.3339,0.246,0.4201,0.3239,0.2662,0.4099,129.0,1.358,1.551
365992401,667780,423,H,2-1,0.3722,0.2772,0.3506,0.3544,0.3123,0.3333,70.7,1.217,1.173
365992402,667780,423,A,1-2,0.5704,0.2324,0.1972,0.5616,0.2501,0.1883,206.0,1.773,0.938
365992403,667780,423,A,2-3,0.568,0.2262,0.2057,0.5595,0.2434,0.1972,329.6,1.848,1.019
365992404,667780,423,D,0-0,0.1929,0.2292,0.5779,0.1839,0.2476,0.5685,144.2,0.937,1.804
365992405,667780,423,A,0-2,0.4832,0.2458,0.271,0.461,0.2845,0.2545,47.2,1.626,1.156
365992406,667780,423,A,0-1,0.5061,0.2394,0.2545,0.4971,0.2575,0.2454,221.4,1.706,1.14
365992407,667780,423,H,3-1,0.3257,0.2626,0.4117,0.3027,0.3121,0.3852,13.6,1.208,1.392
365992408,667780,423,D,1-1,0.4878,0.2544,0.2578,0.4773,0.275,0.2477,139.4,1.548,1.052
365992409,667780,423,H,3-2,0.6072,0.2147,0.1781,0.5991,0.231,0.1699,307.9,1.955,0.953
365992410,667780,423,A,0-4,0.2295,0.2385,0.532,0.2205,0.2566,0.523,223.9,1.044,1.72
365992411,667780,423,H,3-0,0.5857,0.2312,0.1831,0.5769,0.2488,0.1743,279.5,1.774,0.878
365992412,667780,423,H,4-1,0.505,0.2388,0.2561,0.496,0.2568,0.2471,198.5,1.712,1.151
365992413,667780,423,D,1-1,0.4289,0.2693,0.3018,0.4131,0.2992,0.2877,85.8,1.365,1.1
365992414,667780,423,H,3-2,0.5705,0.2239,0.2056,0.5608,0.2425,0.1967,131.9,1.875,1.034
365992415,667780,423,D,2-2,0.2625,0.2493,0.4882,0.253,0.2683,0.4787,150.3,1.101,1.595
365992416,667780,423,A,0-2,0.2791,0.2586,0.4622,0.2653,0.2889,0.4458,80.3,1.097,1.49
365992417,667780,423,D,0-0,0.4481,0.2548,0.2971,0.4378,0.2752,0.287,142.4,1.509,1.18
365992418,667780,423,D,1-1,0.4077,0.2641,0.3283,0.397,0.2852,0.3178,142.5,1.374,1.205
365992419,667780,423,D,0-0,0.5745,0.2156,0.2099,0.5665,0.2315,0.2019,390.2,1.985,1.119
365992420,667780,423,D,2-2,0.4285,0.2629,0.3086,0.416,0.2873,0.2967,108.7,1.414,1.159
365992421,667780,423,A,1-2,0.4602,0.2559,0.2839,0.4505,0.2753,0.2742,203.1,1.512,1.131
365992422,667780,423,D,1-1,0.3637,0.2486,0.3876,0.341,0.295,0.364,0.5,1.414,1.467
365992423,667780,423,A,0-1,0.4812,0.2552,0.2636,0.4705,0.2761,0.2534,134.6,1.536,1.067
365992424,667780,423,A,1-2,0.6462,0.2033,0.1505,0.6385,0.2187,0.1428,334.1,2.041,0.868
365992425,667780,423,A,1-2,0.6083,0.2125,0.1792,0.6003,0.2286,0.1711,254.9,1.984,0.975
365992426,667780,423,H,4-0,0.4435,0.2576,0.2989,0.4337,0.2772,0.2891,156.9,1.478,1.166
365992427,667780,423,A,0-2,0.301,0.2516,0.4474,0.2798,0.2998,0.4204,0.0,1.215,1.536
365992428,667780,423,A,1-2,0.4579,0.2612,0.2809,0.4438,0.2877,0.2685,96.7,1.464,1.087
365992429,667780,423,H,3-1,0.4403,0.2606,0.299,0.4133,0.3092,0.2776,19.6,1.449,1.146
365992430,667780,423,A,2-3,0.48,0.2454,0.2747,0.4682,0.2678,0.264,110.5,1.629,1.172
365992431,667780,423,D,1-1,0.2142,0.2341,0.5517,0.2036,0.2582,0.5382,96.6,1.006,1.764
365992432,667780,423,D,0-0,0.5154,0.2529,0.2317,0.5058,0.2721,0.2221,253.0,1.574,0.965
365992433,667780,423,D,2-2,0.5613,0.2264,0.2123,0.5528,0.2435,0.2037,305.7,1.851,1.049
365992434,667780,423,A,2-3,0.6131,0.2234,0.1635,0.6046,0.2404,0.155,329.5,1.834,0.823
365992435,667780,423,A,0-2,0.3077,0.251,0.4413,0.2878,0.2954,0.4168,27.7,1.241,1.535
365992436,667780,423,H,2-0,0.6706,0.1936,0.1359,0.6632,0.2083,0.1285,317.8,2.125,0.836
365992437,667780,423,H,3-0,0.544,0.2306,0.2253,0.5353,0.2481,0.2166,298.4,1.807,1.079
365992438,667780,423,H,3-1,0.3754,0.2618,0.3627,0.3567,0.299,0.3443,57.8,1.331,1.304
365992439,667780,423,H,2-0,0.4965,0.2427,0.2608,0.4873,0.2611,0.2516,149.1,1.666,1.14
365992440,667780,423,H,3-0,0.4586,0.2581,0.2833,0.4487,0.2777,0.2735,201.7,1.491,1.114
365992441,667780,423,H,2-0,0.5764,0.2209,0.2027,0.5681,0.2375,0.1944,219.2,1.91,1.041
365992442,667780,423,D,1-1,0.4228,0.2722,0.305,0.4093,0.2983,0.2924,103.4,1.336,1.092
365992443,667780,423,A,0-2,0.096,0.1671,0.7369,0.0897,0.1798,0.7305,307.5,0.703,2.318
365992444,667780,423,H,3-1,0.5519,0.2345,0.2136,0.5429,0.2524,0.2047,250.3,1.759,1.0
365992445,667780,423,D,2-2,0.2737,0.2492,0.4771,0.258,0.2854,0.4566,57.0,1.141,1.588
365992446,667780,423,A,0-1,0.3322,0.2571,0.4106,0.3094,0.306,0.3846,5.3,1.265,1.435
365992447,667780,423,D,2-2,0.1837,0.2338,0.5825,0.1749,0.2515,0.5736,162.4,0.867,1.749
365992448,667780,423,A,0-1,0.5067,0.2486,0.2447,0.4937,0.2727,0.2335,103.3,1.611,1.039
365992449,667780,423,H,3-1,0.2196,0.2391,0.5413,0.2081,0.2655,0.5263,88.5,0.997,1.711
365992450,667780,423,H,4-0,0.3837,0.2709,0.3454,0.3724,0.2935,0.3342,129.6,1.281,1.201
365992451,667780,423,D,0-0,0.4457,0.2519,0.3024,0.4353,0.2725,0.2922,133.5,1.532,1.217
365992452,667780,423,H,3-0,0.698,0.1824,0.1197,0.691,0.1962,0.1127,353.5,2.218,0.794
365992453,667780,423,A,0-3,0.2556,0.2469,0.4975,0.238,0.2902,0.4718,34.3,1.091,1.624
365992454,667780,423,H,2-0,0.3819,0.2711,0.347,0.3696,0.2956,0.3348,112.7,1.277,1.203
365992455,667780,423,H,3-2,0.5059,0.2455,0.2486,0.4966,0.2642,0.2393,178.2,1.642,1.074
365992456,667780,423,H,2-1,0.4708,0.2463,0.2828,0.4601,0.2672,0.2727,124.6,1.611,1.194
365992457,667780,423,H,1-0,0.429,0.2658,0.3052,0.4117,0.2983,0.29,75.1,1.393,1.131
365992458,667780,423,A,1-2,0.3027,0.2615,0.4358,0.2927,0.2814,0.4259,157.2,1.151,1.435
365992459,667780,423,A,0-3,0.6383,0.1991,0.1626,0.6309,0.214,0.1551,341.8,2.128,0.973
365992460,667780,423,A,0-1,0.2691,0.2554,0.4756,0.2537,0.2906,0.4557,63.2,1.084,1.53
365992461,667780,423,H,1-0,0.6305,0.2148,0.1547,0.6224,0.2311,0.1465,356.1,1.913,0.823
365992462,667780,423,H,3-1,0.6677,0.1931,0.1392,0.6604,0.2077,0.1319,306.0,2.142,0.862
365992463,667780,423,A,1-3,0.2214,0.2405,0.538,0.2123,0.2588,0.5289,149.1,0.996,1.697
365992464,667780,423,D,1-1,0.3264,0.2615,0.4121,0.3045,0.3085,0.387,25.6,1.218,1.401
365992465,667780,423,H,3-2,0.7396,0.1614,0.099,0.7334,0.1737,0.0929,483.5,2.424,0.768
365992466,667780,423,A,3-4,0.4562,0.2535,0.2904,0.4397,0.2838,0.2765,77.1,1.529,1.168
365992467,667780,423,A,4-5,0.2216,0.2357,0.5427,0.2121,0.2555,0.5324,129.2,1.028,1.748
365992468,667780,423,D,1-1,0.647,0.1982,0.1547,0.6396,0.2131,0.1473,192.0,2.12,0.929
365992469,667780,423,D,2-2,0.4886,0.25,0.2613,0.4791,0.2691,0.2518,205.3,1.589,1.092
365992470,667780,423,D,1-1,0.5951,0.2161,0.1888,0.587,0.2324,0.1806,288.8,1.954,1.003
365992471,667780,423,H,2-1,0.3934,0.2452,0.3615,0.3843,0.2634,0.3524,221.8,1.511,1.439
365992472,667780,423,D,1-1,0.6366,0.201,0.1624,0.629,0.2161,0.1549,315.9,2.102,0.958
365992473,667780,423,A,0-1,0.1686,0.2258,0.6056,0.1596,0.2447,0.5957,132.3,0.836,1.815
365992474,667780,423,A,0-1,0.303,0.2574,0.4396,0.2831,0.302,0.415,33.1,1.18,1.475
365992475,667780,423,D,1-1,0.653,0.1959,0.1511,0.6456,0.2107,0.1437,249.5,2.141,0.922
365992476,667780,423,H,2-1,0.2466,0.2466,0.5068,0.2295,0.2892,0.4813,37.3,1.06,1.631
365992477,667780,423,D,0-0,0.3218,0.2501,0.4281,0.3005,0.2968,0.4027,11.6,1.29,1.525
365992478,667780,423,H,3-0,0.3911,0.2695,0.3394,0.3794,0.2927,0.3279,121.7,1.305,1.196
365992479,667780,423,D,3-3,0.2769,0.2442,0.4789,0.2677,0.2627,0.4696,220.7,1.189,1.64
365992480,667780,423,A,1-2,0.3702,0.2689,0.3609,0.3442,0.3205,0.3353,2.6,1.269,1.249
365992481,667780,423,H,3-0,0.7935,0.1318,0.0747,0.7886,0.1416,0.0698,426.2,2.764,0.748
365992482,667780,423,H,2-1,0.6477,0.2013,0.151,0.64,0.2166,0.1434,298.1,2.068,0.884
365992483,667780,423,D,1-1,0.4017,0.2572,0.3411,0.3919,0.2767,0.3313,219.6,1.419,1.287
365992484,667780,423,H,3-0,0.722,0.1676,0.1104,0.7157,0.1803,0.1041,324.2,2.393,0.823
365992485,667780,423,H,2-0,0.364,0.2571,0.3789,0.3457,0.2942,0.3602,55.7,1.343,1.375
365992486,667780,423,H,2-1,0.6717,0.1922,0.1361,0.6644,0.2068,0.1288,366.6,2.144,0.846
365992487,667780,423,D,2-2,0.5597,0.2238,0.2165,0.5513,0.2406,0.2081,202.9,1.885,1.088
365992488,667780,423,D,1-1,0.5145,0.2368,0.2488,0.5055,0.2546,0.2398,254.8,1.737,1.136
365992489,667780,423,H,2-1,0.8648,0.0961,0.039,0.8612,0.1034,0.0354,522.3,3.036,0.536
365992490,667780,423,H,2-0,0.5778,0.2329,0.1893,0.569,0.2506,0.1805,184.1,1.763,0.899
365992491,667780,423,A,2-3,0.2484,0.2448,0.5068,0.2342,0.2788,0.4871,63.1,1.078,1.649
365992492,667780,423,H,2-0,0.462,0.2378,0.3002,0.4532,0.2553,0.2914,206.7,1.694,1.323
365992493,667780,423,D,4-4,0.5446,0.2271,0.2283,0.5326,0.2491,0.2183,101.6,1.85,1.119
365992494,667780,423,H,3-0,0.37,0.2651,0.3649,0.3543,0.2964,0.3493,78.2,1.296,1.285
365992495,667780,423,H,1-0,0.285,0.2493,0.4657,0.265,0.2963,0.4388,15.3,1.179,1.578
365992496,667780,423,A,2-3,0.218,0.2295,0.5525,0.2079,0.252,0.5401,101.7,1.054,1.818
365992497,667780,423,H,4-1,0.4226,0.2544,0.323,0.4107,0.2776,0.3116,110.3,1.477,1.259
365992498,667780,423,D,1-1,0.3693,0.2659,0.3648,0.3438,0.3168,0.3394,2.8,1.288,1.278
365992499,667780,423,H,1-0,0.4494,0.2566,0.294,0.4396,0.2761,0.2843,177.8,1.494,1.158
365992500,667780,423,A,0-1,0.3874,0.2428,0.3698,0.3771,0.2634,0.3595,118.1,1.521,1.481
365992501,667780,423,H,2-1,0.4141,0.2535,0.3325,0.4006,0.2796,0.3198,92.9,1.472,1.293
365992502,667780,423,D,0-0,0.4196,0.2576,0.3228,0.409,0.2785,0.3125,137.3,1.445,1.235
365992503,667780,423,A,1-2,0.3867,0.2529,0.3604,0.3727,0.2807,0.3466,84.7,1.427,1.369
365992504,667780,423,H,4-1,0.6134,0.2181,0.1685,0.6051,0.2347,0.1602,286.1,1.9,0.88
365992505,667780,423,H,4-3,0.5439,0.2391,0.217,0.5348,0.2573,0.2079,188.0,1.71,0.986
365992506,667780,423,D,0-0,0.5027,0.2513,0.2461,0.4931,0.2704,0.2365,177.0,1.584,1.028
365992507,667780,423,A,1-2,0.3085,0.2552,0.4363,0.2871,0.303,0.4099,15.0,1.212,1.49
365992508,667780,423,H,1-0,0.6658,0.1918,0.1423,0.6586,0.2063,0.1351,319.5,2.17,0.892
365992509,667780,423,D,2-2,0.3091,0.2554,0.4356,0.2937,0.2884,0.4179,68.5,1.212,1.487
365992510,667780,423,D,2-2,0.5,0.244,0.256,0.4908,0.2625,0.2467,210.6,1.655,1.113
365992511,667780,423,H,3-0,0.5414,0.2411,0.2174,0.5323,0.2595,0.2082,176.1,1.69,0.976
365992512,667780,423,D,3-3,0.194,0.2227,0.5833,0.1852,0.241,0.5738,135.3,0.985,1.88
365992513,667780,423,A,1-3,0.4883,0.2519,0.2597,0.4788,0.2711,0.2501,159.8,1.571,1.074
365992514,667780,423,H,2-0,0.6499,0.2068,0.1433,0.6421,0.2225,0.1354,344.7,1.981,0.802
365992515,667780,423,H,3-1,0.5463,0.2335,0.2202,0.5306,0.2608,0.2086,81.9,1.773,1.037
365992516,667780,423,A,1-2,0.3727,0.2642,0.3631,0.3586,0.2921,0.3492,90.7,1.307,1.287
365992517,667780,423,D,0-0,0.2618,0.2449,0.4933,0.244,0.2881,0.4678,31.9,1.128,1.642
365992518,667780,423,H,2-1,0.4464,0.2604,0.2932,0.4282,0.2939,0.2779,70.0,1.458,1.13
365992519,667780,423,H,4-1,0.682,0.1943,0.1237,0.6746,0.209,0.1164,350.9,2.076,0.75
365992520,667780,423,H,3-1,0.1877,0.2194,0.5929,0.1794,0.236,0.5846,193.4,0.974,1.912
365992521,667780,423,A,1-2,0.7012,0.174,0.1248,0.6947,0.187,0.1183,284.7,2.367,0.894
365992522,667780,423,A,1-2,0.3845,0.2668,0.3487,0.3599,0.3146,0.3255,26.6,1.312,1.236
365992523,667780,423,A,0-2,0.2271,0.229,0.5439,0.2184,0.2462,0.5353,149.7,1.099,1.827
365992524,667780,423,A,1-2,0.4077,0.2551,0.3372,0.3883,0.2922,0.3195,54.6,1.447,1.293
365992525,667780,423,H,1-0,0.8412,0.1081,0.0507,0.8371,0.1163,0.0466,565.1,2.96,0.624
365992526,667780,423,H,2-1,0.4138,0.2561,0.3301,0.3933,0.2949,0.3118,50.3,1.449,1.266
365992527,667780,423,H,2-1,0.4627,0.2577,0.2796,0.4529,0.2773,0.2698,183.5,1.499,1.105
365992528,667780,423,H,3-0,0.5242,0.243,0.2328,0.5149,0.2615,0.2236,169.1,1.671,1.028
365992529,667780,423,H,2-1,0.3512,0.2632,0.3856,0.3267,0.3135,0.3597,3.2,1.267,1.341
365992530,667780,423,A,0-1,0.2931,0.2603,0.4466,0.2755,0.2997,0.4249,52.1,1.13,1.459
365992531,667780,423,A,1-4,0.1931,0.2205,0.5864,0.1848,0.2372,0.578,189.0,0.995,1.905
365992532,667780,423,H,2-1,0.583,0.2252,0.1918,0.5745,0.2423,0.1832,238.6,1.849,0.957
365992533,667780,423,H,5-2,0.6512,0.1977,0.1511,0.6437,0.2126,0.1437,349.0,2.117,0.91
365992534,667780,423,A,1-2,0.5574,0.2314,0.2111,0.5486,0.249,0.2024,184.9,1.792,1.009
365992535,667780,423,A,2-3,0.5013,0.2428,0.2558,0.4921,0.2613,0.2466,148.4,1.667,1.12
365992536,667780,423,H,3-2,0.3194,0.2614,0.4193,0.3005,0.302,0.3975,47.9,1.199,1.413
365992537,667780,423,A,1-4,0.395,0.2577,0.3473,0.3821,0.2831,0.3348,99.1,1.402,1.299
365992538,667780,423,H,2-0,0.5917,0.2262,0.1821,0.5831,0.2434,0.1735,302.3,1.827,0.902
365992539,667780,423,A,0-1,0.5391,0.2334,0.2276,0.5302,0.251,0.2187,195.1,1.776,1.07
365992540,667780,423,D,2-2,0.6286,0.2078,0.1636,0.6207,0.2236,0.1557,382.6,2.014,0.917
365992541,667780,423,A,0-1,0.5026,0.2353,0.2621,0.4938,0.2529,0.2533,189.1,1.75,1.201
365992542,667780,423,A,0-2,0.2103,0.2331,0.5566,0.2014,0.2509,0.5477,158.4,0.994,1.773
365992543,667780,423,A,0-1,0.323,0.2662,0.4108,0.3025,0.3101,0.3874,40.6,1.177,1.362
365992544,667780,423,H,2-0,0.5526,0.2347,0.2127,0.5437,0.2526,0.2037,234.2,1.757,0.995
365992545,667780,423,H,3-0,0.2878,0.2591,0.4531,0.2661,0.3094,0.4245,2.0,1.122,1.477
365992546,667780,423,H,2-1,0.3205,0.2572,0.4223,0.298,0.3065,0.3956,0.1,1.232,1.452
365992547,667780,423,D,0-0,0.3684,0.2616,0.3699,0.3441,0.3104,0.3455,15.6,1.318,1.321
365992548,667780,423,H,3-0,0.7205,0.1699,0.1096,0.714,0.1828,0.1031,354.7,2.352,0.799
365992549,667780,423,H,2-1,0.3908,0.2589,0.3502,0.3742,0.2914,0.3344,71.3,1.385,1.297
365992550,667780,423,A,0-5,0.3572,0.2689,0.3739,0.3439,0.2956,0.3604,98.6,1.241,1.276
365992551,667780,423,H,2-1,0.3336,0.2624,0.404,0.3112,0.31,0.3788,23.9,1.23,1.38
365992552,667780,423,H,1-0,0.3916,0.2582,0.3502,0.367,0.3057,0.3273,18.5,1.392,1.302
365992553,667780,423,H,2-1,0.5498,0.2295,0.2208,0.5404,0.2477,0.2118,143.9,1.819,1.067
365992554,667780,423,H,3-1,0.5698,0.2285,0.2017,0.5611,0.2459,0.193,242.7,1.819,0.984
365992555,667780,423,A,1-3,0.4402,0.2488,0.311,0.4302,0.2686,0.3012,142.5,1.554,1.267
365992556,667780,423,H,3-0,0.6209,0.2141,0.1649,0.6128,0.2304,0.1568,330.7,1.94,0.884
365992557,667780,423,A,0-3,0.4007,0.2675,0.3318,0.3893,0.29,0.3207,126.7,1.336,1.191
365992558,667780,423,A,1-2,0.5315,0.2359,0.2326,0.5225,0.2538,0.2237,258.6,1.747,1.074
365992559,667780,423,H,2-1,0.2374,0.2401,0.5225,0.225,0.2691,0.5059,77.8,1.066,1.702
365992560,667780,423,H,3-2,0.4384,0.2441,0.3175,0.4142,0.2883,0.2976,18.3,1.598,1.326
365992561,667780,423,D,1-1,0.5147,0.2354,0.2499,0.5058,0.2531,0.2411,220.1,1.753,1.151
365992562,667780,423,D,1-1,0.3764,0.2601,0.3635,0.36,0.2926,0.3474,71.6,1.346,1.319
365992563,667780,423,D,2-2,0.4473,0.261,0.2917,0.4366,0.2821,0.2813,138.2,1.454,1.122
365992564,667780,423,A,0-3,0.4293,0.2518,0.3189,0.4117,0.2848,0.3034,66.1,1.511,1.268
365992565,667780,423,H,3-0,0.6857,0.1822,0.1321,0.6789,0.1959,0.1252,310.4,2.272,0.889
365992566,667780,423,H,1-0,0.3436,0.2576,0.3987,0.3205,0.3061,0.3734,10.2,1.29,1.41
365992567,667780,423,H,2-1,0.34,0.2671,0.3929,0.3185,0.3119,0.3696,37.6,1.214,1.326
365992568,667780,423,H,3-2,0.277,0.2474,0.4757,0.2659,0.2707,0.4634,105.5,1.166,1.605
365992569,667780,423,H,2-0,0.479,0.2603,0.2607,0.4691,0.28,0.2508,177.0,1.49,1.027
365992570,667780,423,H,2-1,0.517,0.2471,0.2359,0.4913,0.2895,0.2192,39.7,1.629,1.015
365992571,667780,423,H,3-1,0.4035,0.2592,0.3374,0.3936,0.2788,0.3275,209.4,1.406,1.263
365992572,667780,423,A,1-2,0.3911,0.2624,0.3464,0.3794,0.2857,0.3349,115.7,1.357,1.262
365992573,667780,423,D,2-2,0.359,0.2554,0.3857,0.3463,0.2809,0.3728,96.5,1.345,1.404
365992574,667780,423,A,1-4,0.197,0.232,0.571,0.1845,0.2641,0.5514,67.0,0.939,1.777
365992575,667780,423,D,2-2,0.5818,0.2208,0.1973,0.5735,0.2375,0.189,224.6,1.905,1.014
365992576,667780,423,H,1-0,0.501,0.2445,0.2545,0.4917,0.2631,0.2452,204.4,1.65,1.104
365992577,667780,423,A,1-4,0.3676,0.2722,0.3602,0.3467,0.3136,0.3396,50.5,1.241,1.225
365992578,667780,423,A,0-1,0.1794,0.2274,0.5931,0.1708,0.2447,0.5845,162.1,0.882,1.811
365992579,667780,423,D,2-2,0.3429,0.2591,0.398,0.3276,0.2907,0.3817,74.6,1.277,1.396
365992580,667780,423,H,2-0,0.5634,0.2198,0.2169,0.5552,0.2361,0.2087,179.8,1.937,1.121
365992581,667780,423,A,0-1,0.5507,0.2364,0.2128,0.5406,0.2559,0.2034,134.4,1.738,0.985
365992582,667780,423,H,3-0,0.7076,0.1807,0.1117,0.7007,0.1945,0.1048,350.3,2.205,0.744
365992583,667780,423,D,0-0,0.5805,0.2214,0.198,0.5722,0.2382,0.1896,151.0,1.899,1.013
365992584,667780,423,H,3-0,0.4922,0.2548,0.253,0.4815,0.2756,0.2429,137.2,1.547,1.032
365992585,667780,423,D,0-0,0.1884,0.2249,0.5867,0.1799,0.242,0.5782,199.1,0.942,1.849
365992586,667780,423,D,1-1,0.4085,0.2625,0.3291,0.3985,0.2824,0.3191,200.8,1.388,1.218
365992587,667780,423,H,3-0,0.6369,0.2027,0.1604,0.6292,0.218,0.1527,331.3,2.073,0.933
365992588,667780,423,D,1-1,0.5599,0.2295,0.2106,0.5512,0.2469,0.2019,308.2,1.813,1.019
365992589,667780,423,H,2-0,0.7776,0.1433,0.0791,0.7721,0.1542,0.0737,474.0,2.582,0.704
365992590,667780,423,D,1-1,0.7701,0.1449,0.0851,0.7646,0.1558,0.0796,310.4,2.607,0.756
365992591,667780,423,H,2-0,0.2356,0.25,0.5144,0.2261,0.269,0.5048,199.1,0.996,1.6
365992592,667780,423,D,0-0,0.2118,0.2332,0.555,0.2025,0.2527,0.5449,130.6,1.001,1.773
365992593,667780,423,A,0-1,0.3354,0.2616,0.403,0.3165,0.3012,0.3823,50.7,1.24,1.385
365992594,667780,423,H,3-0,0.6388,0.2084,0.1529,0.6308,0.2242,0.1449,324.0,1.985,0.85
365992595,667780,423,H,1-0,0.5452,0.2457,0.209,0.5359,0.2644,0.1997,269.0,1.643,0.914
365992596,667780,423,A,0-2,0.4621,0.2533,0.2846,0.4515,0.274,0.2744,134.7,1.537,1.15
365992597,667780,423,D,0-0,0.291,0.2493,0.4597,0.2712,0.2949,0.4339,22.1,1.199,1.572
365992598,667780,423,A,3-4,0.2405,0.2474,0.5121,0.2302,0.269,0.5008,120.4,1.031,1.625
365992599,667780,423,H,2-1,0.4966,0.2403,0.2631,0.4875,0.2584,0.254,164.3,1.692,1.167
365992600,667780,423,D,0-0,0.4497,0.2584,0.2919,0.4399,0.2781,0.2821,198.5,1.479,1.139
365992601,667780,423,A,0-3,0.3826,0.2562,0.3612,0.3659,0.2892,0.3449,68.0,1.391,1.344
365992602,667780,423,H,3-1,0.3619,0.2537,0.3844,0.3411,0.2961,0.3629,36.0,1.365,1.415
365992603,667780,423,D,1-1,0.3341,0.2678,0.3981,0.3104,0.3179,0.3717,16.6,1.195,1.33
365992604,667780,423,D,2-2,0.4083,0.2655,0.3262,0.3923,0.2963,0.3114,80.6,1.364,1.19
365992605,667780,423,A,0-1,0.3625,0.258,0.3795,0.3419,0.2996,0.3584,41.7,1.333,1.37
365992606,667780,423,H,3-2,0.5077,0.2368,0.2555,0.4988,0.2546,0.2466,160.2,1.735,1.163
365992607,667780,423,H,3-1,0.5363,0.2337,0.23,0.5274,0.2514,0.2212,191.3,1.772,1.078
365992608,667780,423,D,1-1,0.552,0.2253,0.2227,0.5435,0.2422,0.2143,207.1,1.87,1.107
365992609,667780,423,A,1-3,0.3862,0.2694,0.3443,0.3724,0.2968,0.3309,95.8,1.296,1.208
365992610,667780,423,A,0-1,0.2221,0.232,0.5459,0.2133,0.2496,0.5371,197.0,1.055,1.79
365992611,667780,423,H,2-1,0.3542,0.244,0.4018,0.3379,0.2776,0.3845,57.8,1.431,1.539
365992612,667780,423,D,1-1,0.7364,0.164,0.0996,0.7302,0.1764,0.0934,411.7,2.387,0.755
365992613,667780,423,H,2-1,0.586,0.2184,0.1956,0.5778,0.2349,0.1873,279.3,1.933,1.022
365992614,667780,423,A,0-1,0.2737,0.2502,0.4761,0.2619,0.2754,0.4627,97.1,1.134,1.578
365992615,667780,423,D,1-1,0.5366,0.2366,0.2269,0.5276,0.2545,0.2179,177.7,1.74,1.045
365992616,667780,423,H,2-1,0.5554,0.2344,0.2101,0.5465,0.2523,0.2012,162.6,1.758,0.985
365992617,667780,423,A,0-1,0.2446,0.2497,0.5057,0.2336,0.2735,0.4929,105.7,1.032,1.6
365992618,667780,423,D,0-0,0.4525,0.2479,0.2996,0.4393,0.2731,0.2877,95.0,1.577,1.238
365992619,667780,423,A,0-1,0.4406,0.2569,0.3025,0.4211,0.2929,0.2861,60.3,1.481,1.182
365992620,667780,423,A,1-3,0.3876,0.2583,0.3542,0.3655,0.3014,0.3332,37.2,1.384,1.311
365992621,667780,423,H,2-1,0.1823,0.223,0.5947,0.1738,0.24,0.5862,222.5,0.923,1.863
365992622,667780,423,D,2-2,0.6108,0.2193,0.1699,0.6025,0.236,0.1616,277.5,1.889,0.88
365992623,667780,423,D,1-1,0.6808,0.1819,0.1373,0.674,0.1954,0.1306,338.7,2.299,0.931
365992624,667780,423,D,0-0,0.4069,0.2568,0.3363,0.389,0.2911,0.3198,64.4,1.431,1.277
365992625,667780,423,D,1-1,0.1825,0.2164,0.6011,0.1743,0.2328,0.5929,195.9,0.966,1.941
365992626,667780,423,D,2-2,0.3401,0.2513,0.4087,0.3227,0.2876,0.3897,54.6,1.331,1.483
365992627,667780,423,H,3-1,0.6244,0.2116,0.164,0.6164,0.2277,0.1559,291.3,1.968,0.895
365992628,667780,423,A,0-3,0.3242,0.248,0.4278,0.3041,0.2916,0.4043,26.9,1.313,1.544
365992629,667780,423,H,2-0,0.5645,0.2224,0.2131,0.5562,0.2391,0.2047,237.6,1.9,1.082
365992630,667780,423,H,3-0,0.3915,0.2613,0.3472,0.3787,0.2867,0.3347,101.3,1.367,1.272
365992631,667780,423,A,0-1,0.0947,0.1569,0.7485,0.0887,0.1687,0.7425,357.8,0.761,2.471
365992632,667780,423,H,3-0,0.4858,0.2543,0.2599,0.4755,0.2746,0.2499,145.7,1.547,1.06
365992633,667780,423,H,3-1,0.636,0.2078,0.1561,0.6281,0.2236,0.1482,267.8,1.998,0.873
365992634,667780,423,D,2-2,0.2034,0.2281,0.5685,0.1947,0.2454,0.5598,175.9,0.995,1.825
365992635,667780,423,D,1-1,0.4302,0.2563,0.3135,0.4174,0.281,0.3016,102.5,1.472,1.219
365992636,667780,423,A,0-1,0.1669,0.2135,0.6196,0.1587,0.2297,0.6115,199.7,0.899,1.951
365992637,667780,423,H,4-2,0.3547,0.2529,0.3924,0.3316,0.3005,0.3679,4.6,1.355,1.438
365992638,667780,423,D,1-1,0.2465,0.2371,0.5164,0.2343,0.2653,0.5004,78.4,1.124,1.734
365992639,667780,423,H,2-1,0.4925,0.2442,0.2633,0.4832,0.2627,0.2541,209.8,1.648,1.139
365992640,667780,423,D,1-1,0.299,0.2669,0.4341,0.2813,0.3057,0.413,56.7,1.106,1.391
365992641,667780,423,D,1-1,0.3433,0.2655,0.3912,0.3229,0.3077,0.3694,45.1,1.232,1.334
365992642,667780,423,A,1-2,0.2162,0.2423,0.5415,0.207,0.2608,0.5323,156.5,0.963,1.677
365992643,667780,423,H,2-0,0.3931,0.2562,0.3506,0.3737,0.294,0.3323,53.1,1.411,1.318
365992644,667780,423,D,1-1,0.3526,0.2599,0.3874,0.3328,0.3007,0.3666,45.9,1.295,1.37
365992645,667780,423,H,1-0,0.41,0.2614,0.3286,0.385,0.3082,0.3067,26.5,1.398,1.224
